key	dnsmos	duration
c98/dbc509574de12	2.2096783621999334	5.1254375
c99/eb0d78fbafd94	3.1195492677530416	6.5530625
c9a/55dee73ff8df7	3.4072780064125343	6.8721875
c9b/fbe776430a68c	3.3393085604416775	14.1043125
c98/f89d763c70d7a	3.3761733837716728	9.368
c99/6a66adc7abde3	3.316276053217403	7.4888125
c9a/8413a5d5f9f5b	3.377250738153575	13.09075
c9b/3cdf21de417d6	2.6574124965510757	6.8645625
c98/350fe80d49f24	3.336974934103445	8.8896875
c99/8bb41f66dfec1	3.1866107861147017	10.793875
c9a/6915c48e9a8bd	2.4722841464014653	2.259875
c9b/9661ba79132a9	2.8247646278281824	3.944875
c98/c0668a5601cae	3.3681194548862528	6.2078125
c99/56ec1fd167eb2	3.1963599986585685	3.171875
c9a/3de3304dc9999	2.2391950029143337	2.9603125
c9b/419dc4ef64cce	3.3409705618502357	6.132875
c98/e6c11dcf30127	3.282652233557599	12.9478125
c99/02cabd233e745	2.827394367117338	2.7471875
c9a/fe476af841750	3.1632894299650602	7.7175
c9b/e893ba07e4509	2.0531815636728084	5.1060625
c98/a62f7f693068a	2.0870973966298543	2.01875
c99/f61e0a9d1b368	2.5223002510606514	0.8915625
c9a/fcc5634109eff	2.0009975576205696	5.410375
c9b/7c80af33992b0	3.1761039173138994	10.53275
c98/1249a514cfa83	1.8156667141565552	7.6713125
c99/e985ec72b6a29	1.1246565279762124	4.4904375
c9a/56f4c5014266a	2.48556892953307	4.4704375
c9b/1c1e34338206c	2.8920697274780287	4.3935
c98/0c38b660432a8	3.2862040407118065	12.6861875
c99/f85b940b57a5b	3.243336856882156	4.0935
c9a/55a3a64089f63	3.099593597948638	8.934
c9b/18a59f74c47f2	3.339960830460124	11.2201875
c98/1b4a627a7001f	3.0303600623177185	10.7178125
c99/99c22fe3ceb6a	2.94195090927058	2.1069375
c9a/94ddde64c6526	2.93606617772537	8.153375
c9b/3cf3ede0a61f9	1.1045520101378914	2.9824375
c98/dbc8cc07b7965	3.368000305804486	12.1315625
c99/58d8c194a6d95	1.8947941478841814	3.1761875
c9a/329c08881ef95	3.231286498766883	18.632875
c9b/67ea48edc6a65	2.8704623494312167	3.555875
c98/23e34c7036ed8	3.0945804758052233	4.0103125
c99/c4cd5eb1c5ead	3.2169101048084143	5.0965
c9a/f6f0fecfdb6b6	2.177496786802605	5.3635
c9b/decf5f6b43eb6	2.764756995025682	5.6671875
c98/e84a1b1be6b5a	3.2821918004347617	11.229125
c99/a3c42d3f32502	3.3889572464271915	10.2649375
c9a/d892bea153e2e	3.0649689861207126	3.938
c9b/cc419e200ef66	2.8224752316216732	3.2693125
c98/5e8b0c98b1f79	2.5063090522333087	4.4018125
c99/d2dd9f7b741e0	2.467314878085	3.7015625
c9a/0456679c5b7b7	2.9404838688919277	4.6018125
c9b/c0cc87d374a5a	3.321408096305436	14.17025
c98/4c8a33ffc1733	3.214238600158267	4.4930625
c99/5f1b8eb1585ca	3.0174700877368843	1.6676875
c9a/c785e945619b8	2.8378863978628894	5.0233125
c9b/61bc3bfa61d9b	2.5150187405105973	5.148875
c98/ee7b78cfbd79c	3.2028994047238752	4.1619375
c99/5e9834f7c0bf4	2.587403932660748	5.69225
c9a/ffa4cef6d684e	3.261299456279164	23.804375
c9b/f6f077ddd6fa4	2.3211676639358028	15.936375
c98/d94edbfdef3a1	3.299488829636249	3.7160625
c99/3e9afe244407d	3.0516040346548032	3.0105625
c9a/8b95e5a4b8454	3.2945768398467004	6.889875
c9b/244456371da87	2.0163727626843357	4.3461875
c98/e5f9dc17e546f	2.651233128993144	4.8858125
c99/d13e0cead69e0	3.292078904706518	5.2845
c9a/d27e5400a1113	3.3104392430012144	5.960125
c9b/e664ad4d57f80	3.1452105896003855	3.94475
c98/3bcf612860919	2.760404415720309	5.476
c99/28f1b28db770d	3.4379699752661277	19.8119375
c9a/a7700717aba38	1.7807350452659276	1.5384375
c9b/5ae2e6033d395	2.3104413592075193	1.6336875
c98/fe104ec36dea1	1.1113216284370218	3.281625
c99/fd604ab4e3214	2.529486502744838	1.9433125
c9a/45379cdb0d1b3	3.0651147003267085	6.136375
