key	dnsmos	duration
d6c/fc71473a34c34	1.3193831692909583	4.7138125
d6d/a2097acbb1612	3.361401433040729	13.3850625
d6e/6cfe3dbaa90cc	3.222382568447553	4.3670625
d6f/6218d636ab3e9	1.8939953455033733	2.465125
d6c/3f032bd1fc60e	2.8224460471124897	7.1588125
d6d/87fd38ee9dfe9	3.410768256228799	9.7925
d6e/6d119f85e2c4f	3.285202885680381	21.391
d6f/fa79c17389d7f	3.2633106454770875	8.145125
d6c/6c831577e3a43	2.3564972159809265	0.8398125
d6d/bdf6dd3ebd600	3.265847568559529	5.8800625
d6e/d87c5a39cab02	3.3628486662176194	6.440375
d6f/b5d6234553098	2.394429942826455	2.9640625
d6c/d657d881fe2a7	2.6888841290421692	2.0138125
d6d/bb9c3e14a8107	3.024236358507477	8.6313125
d6e/41f02d206177a	3.432811075538307	11.5835
d6f/5956f3d6294e8	2.9676549350560277	2.1953125
d6c/356c0a02792c1	3.337379700759029	5.5424375
d6d/17b78a6299f9e	2.879913427493629	3.282125
d6e/92fd840393b8a	2.8548523075740495	5.067875
d6f/e244eda3dfd42	1.440458557579229	1.4895625
d6c/7b9e17e11cf56	3.1845282767251164	9.5776875
d6d/04e6dcd0371fc	2.9669915148688752	6.41425
d6e/124cb689b9a09	3.1376099636789916	4.99475
d6f/69a5f99c10e3c	3.2950715167862605	3.9961875
d6c/e7e3386b1aa1b	2.1314614606494406	8.9326875
d6d/28b6a9c27d2cf	3.223012087784855	5.5213125
d6e/ebb3405967ea7	3.102288753762007	12.616125
d6f/f8fb058a3902f	3.1130738911033493	2.4333125
d6c/af55eb05e9da0	3.25334089587099	7.7589375
d6d/840700705cace	2.1270869275322175	1.872125
d6e/0312144446075	2.6474487884083384	6.058875
d6f/f67a88b7a21b9	3.4052059216306376	12.198875
d6c/c403b6701f566	2.9479914474464812	7.343
d6d/568ff2c3ad9b0	2.973599647107894	5.457625
d6e/563f810798967	2.486689165462606	1.7076875
d6f/012bdee26db4f	3.3453298534551266	16.547125
d6c/0ba615b8386fd	2.4233936030866308	2.624875
d6d/df54857ed8892	3.1547470020537407	5.624375
d6e/78f08ac76ce96	3.1650128492605973	2.601375
d6f/084ec264ec675	2.827360436543847	4.610125
d6c/22e9d07247258	2.3461666701065877	1.1746875
d6d/136dda78f0f1f	3.3813531127328864	7.610375
d6e/d89d27e91d87e	3.187462510979952	7.0356875
d6f/49262dc75956f	3.219460466539035	12.1739375
d6c/16caea9ee2901	3.421865017952702	13.4703125
d6d/91edace4c5939	3.3532573757721877	17.3428125
d6e/f19eae3ba3862	1.9878513933919646	4.05725
d6f/ffae0049ba8fb	2.9245744024359097	13.115375
d6c/72fd643ab7a74	3.3519757795548117	10.5
d6d/2536177cd62d4	2.4741103319329105	3.6120625
d6e/5d040ad5afc4f	3.2102031494012997	10.1215
d6f/cd8f9121f5d0e	3.117256493634948	3.8725625
d6c/f88e416ccafc2	1.441767430012597	1.297875
d6d/2132c061ab1af	2.6885554904633624	6.7495
d6e/fb63a374d8476	2.311948730882487	2.9938125
d6f/40b7279ecb913	3.346115322596039	11.1643125
d6c/9a34610529623	2.8759243334978155	1.681875
d6d/fdae669996920	3.2100387978916802	22.02225
d6e/5283bbf900e63	3.2676113365986517	10.269125
d6f/205cb55577196	2.7146357000933565	6.0095
d6c/2add56e2c403f	2.719485257121091	3.5668125
d6d/29dc5b6b4b623	2.6004817059230745	4.062
d6e/a8b5d9f763165	2.442617045167017	5.763625
d6f/3935b239550f3	3.435181812005968	5.6488125
d6c/934b8faf83f78	2.8518574411646473	12.6305
d6d/e1be94df2412e	2.695825023696023	10.5305625
d6e/326fadde3f8d7	2.801258283742153	7.3809375
d6f/634ed08ca6328	3.0367868673547003	10.8168125
d6c/2704c8e3f197a	3.363785459617072	8.7041875
