key	dnsmos	duration
cac/84053e543fb98	3.244355846641665	11.5
cad/d52a792365015	3.211233589790606	10.3935625
cae/db5fe03fdbb06	2.6914758755635697	2.923875
caf/972aca05a8b15	2.9344497201606066	8.6460625
cac/1563e266b6ca8	2.1182569671016185	6.0253125
cad/61cce6e792a1f	2.63616511807625	1.18425
cae/895c7edab19cd	3.1582881358328847	6.2768125
caf/a73f16212d7f2	2.3373901919603637	5.714625
cac/2b77a9e0fd070	2.4211808054487007	2.1031875
cad/756e721fbf49d	2.7904501357724847	7.0960625
cae/4e1d01e00d7c4	3.0707540828585795	1.9011875
caf/228456f9ed8c1	3.298329769729481	9.92775
cac/52c158ffae1ba	3.3319626817246872	9.22125
cad/e0fa459a00dea	2.230284995131392	6.9604375
cae/d95833aabd6a6	2.607108550969285	8.15075
caf/da33aebd9c60c	2.8858961054748775	5.5013125
cac/0a92871c25f12	2.8959293642306196	2.4505625
cad/557d3d5fcc450	3.37166110306768	21.9040625
cae/0b421ee9e6998	2.509043211895895	2.2343125
caf/eb514eb602179	3.2181523317162437	6.5038125
cac/6a6724c706082	3.301622314050082	7.9846875
cad/b33f66032d6c9	2.9030778324408857	6.814375
cae/591cddee8f9e4	3.226496015388265	8.821
caf/43a2a735bfc7d	3.1815070141314843	9.5785
cac/3f9d2408848eb	3.1284034722303935	3.667375
cad/c52a7fcca4d4a	2.646787471076662	6.544
cae/118e1460c0053	3.2598287816191283	4.764625
caf/2bfb54d78a841	2.9514337752118283	2.2595
cac/1dd9b0f635b96	2.2275608894086645	1.5500625
cad/24c295423943d	2.2664403099089405	1.4979375
cae/96234e382eb67	3.229109584720432	3.1371875
caf/62f06763b9d33	3.376371558263724	10.214125
cac/db71095a67674	2.9720367807481662	9.3040625
cad/2faf9a9ca6e8b	3.1803427408190013	12.2635625
cae/4173d5daf7c51	1.9594542236204762	8.8116875
caf/8ef62bb677755	2.9530451317589357	5.353625
cac/23b172123ccb5	2.5645693161922174	4.6125
cad/f82945a62ed6d	2.966925435234399	6.4835
cae/55baf7850d6e6	3.4391353865195753	14.96575
caf/56a626af5b95f	3.2425307410157567	2.179875
cac/1b226f80fc942	2.7951622338637137	8.3873125
cad/012a455149b55	2.8424794834012603	5.8098125
cae/2dd197e67e16c	3.2151739940237807	2.3731875
caf/4bdc9ae5d0233	2.6536358470004306	4.4815
cac/b30b3ff1f1b38	2.952229202571189	2.9145625
cad/8691b6c1acc9d	2.8514816845581787	6.9366875
cae/24e13cbbc8237	3.380205380803878	15.6883125
caf/a6dfc8eed1263	2.898671150218971	2.9750625
cac/e4e1017536817	2.273004449713656	9.302375
cad/cdb3b278fc59c	3.3240472814580495	13.1494375
cae/f364fbdb9ed30	2.2877985390814133	1.9945
caf/59ab1f0d38413	2.9460214919012775	5.387875
cac/917bdc1c254c8	3.4923498362103604	6.122875
cad/e937c9666cec3	3.028491398796193	11.4103125
cae/63bcfe3f39740	2.524503797478252	1.857375
caf/96886e067aec0	2.7664131351618173	9.27575
cac/26d45a59ad52c	2.5945095948472265	2.1463125
cad/936123f89f41b	2.7081204652897433	6.0119375
cae/5990ceccf1ced	3.0651620853410395	4.1569375
caf/d5ad0c03c36bd	2.1327948138029322	2.4295
cac/d7b344f4bda68	2.530549898756018	2.205375
cad/4d1f4ca0c70f4	2.897818095747747	1.5374375
cae/293cee81ea5df	2.889177039367382	15.838
caf/52202ffa67a7a	2.864310587902065	15.56575
cac/3a9e9318d1ebd	2.906429309740011	4.955875
cad/d0766dbed11c5	2.939810717226447	8.0583125
cae/acc2f2b248476	2.7929793539598005	5.8688125
caf/1225d5b6554ef	2.255442924440395	6.294625
cac/0344da7123cfe	3.284069822629369	5.6000625
cad/9e9ca2b499410	2.814659410708715	5.4864375
cae/fb39f37e24af6	2.5101366206395808	3.439125
caf/80e770045563d	2.571490891158696	7.0616875
cac/892ba7128b23f	2.6983364201271813	8.670625
cad/b9efa6fedcb7b	2.96814124908216	10.6263125
cae/b46cfbdb4840f	3.142228902511697	12.3554375
caf/384b50625afe2	2.803534878085852	1.8174375
cac/26a57c6f23300	3.010210327379887	6.1114375
cad/317792428024d	2.9531538749174584	4.1640625
cae/8a976fd27f1a9	3.0017391325479186	2.4665
caf/d26492f721d3d	2.2299102467854226	7.751
cac/b11784740b261	3.1691770567003306	2.35625
cad/704ea1b1db6c0	3.1399533289434647	3.9914375
cae/796382633e14d	3.292195484741337	4.04575
caf/a6f38ed2ee356	3.079676814251011	11.5855
cac/bc0b3ce1dcbd5	3.024927505589298	10.2159375
cad/7c5e84d59be69	2.0339058553059295	1.9714375
cae/016b1569f59ed	2.487881598295548	1.009375
caf/930b709c84002	3.532766952466611	6.35325
cac/68fa1a634ba9e	3.16375906218414	5.09425
cad/fc16a68227c96	2.9324710865833343	8.1191875
cae/6b0442ae348d6	2.327092951480502	0.9275625
caf/329ec2fa799ef	3.0018980474485346	4.8441875
cac/754c0652824fc	2.564928915440189	10.7655625
cad/e778531a979e3	2.010516460770171	2.0115625
cae/613a89a34e95a	3.2787091879704886	4.695
caf/b220763743c9a	3.350984996536205	2.6501875
cac/3c8d902b3903f	2.301155461846299	3.8293125
cad/e2e0954fea0f6	2.1785137751154733	1.9135625
cae/bbbff797f5395	2.9052092207364595	6.846125
caf/ff8af98fa1257	3.365461539260886	3.445375
cac/ec1c464692c8f	2.4502689894409655	7.0829375
cad/60ceef8297f9d	3.066188837421579	5.403125
cae/e2ed3839fe212	3.2373356200462413	9.2274375
caf/2999b7cb36464	2.035861581717285	1.4416875
cac/5d9487eb99742	2.579734771272966	2.2594375
cad/c47dbc77643df	1.9891969972990047	2.99375
cae/d1937ffc56e71	2.414341703663314	5.444375
caf/688a3a15b9aa8	1.6609859257366815	4.1015625
cac/66dc163554c77	1.9232812540731932	4.206625
cad/401dd47bce1c1	3.2509453444365137	5.0528125
cae/f44152d7f2bd4	3.163933203047184	9.55775
caf/69398b1151ad6	3.4971734143901254	8.906875
cac/fade5bdd616f8	2.6649693952710107	2.21625
cad/5993536f19db9	3.016970133515095	8.624375
cae/7130980227a81	3.222175917780091	11.830875
caf/768e4ee3530ea	1.4407927889033485	2.8125
cac/10d9bacb8dafa	2.8588359311587794	5.4160625
cad/0410b8f78f23a	3.5044166696333443	11.2844375
cae/5fd5a4f03bad6	1.834693914729193	2.787625
caf/52b38076a0967	3.4479514102595528	10.6664375
cac/20e0ece1f4dd4	3.1417517444389733	2.0178125
cad/dd15e02a08203	3.0974984072166727	3.8483125
cae/d58f50932243f	2.677192587104356	5.7206875
caf/bb88bea1b5ad7	3.1404546760402168	3.6823125
cac/1a8aa1cecdacc	3.128376409288084	7.793
cad/1b454030334d5	3.247644440277595	4.7111875
cae/8509997858483	3.4288924900491287	6.86675
caf/04e96082239aa	2.1143395697298097	1.2495625
cac/91085fcafc8b7	3.2988027955078665	4.662
cad/2648353660a28	3.2771749119123674	6.6315
cae/29bf4a364fe31	3.4395042669825364	11.6026875
caf/c814456c53adc	2.8907421220560234	3.896375
cac/70c773ca1dffb	3.3169944674292218	3.745125
cad/6a16dce605a6c	2.275488033024076	8.18125
cae/db4a71d3d02de	1.8736672090537378	3.6969375
caf/6122c6f4b1419	2.9872056485123375	10.277625
cac/d609464f92859	2.0567357275265308	7.7785625
cad/40b079a66fc06	2.611661618784723	1.8745625
cae/64afe33075671	1.590579371696179	5.0074375
caf/263b5ef957c31	3.340072160497513	7.81
cac/444a848ffd276	3.1853621247607675	5.203625
cad/58c9bdf9f9001	2.654270916387933	1.153
cae/d8b6e54adbf56	2.5533247794937313	2.0288125
caf/1a5f0062fd7b2	1.8215491083470396	4.6966875
cac/771a2972c9612	2.8337623966289733	14.4273125
cad/561ebbcb88104	1.9194678918622146	3.8865
cae/02c9000eb224a	2.8854941090783037	4.24975
caf/d7dafc477b545	2.1770666323305687	1.9764375
cac/49baa0490534d	2.2821196049056036	0.864375
cad/365ed3795a9f5	1.098914088980251	3.3964375
cae/de6f10db90195	2.992298333789857	5.7583125
caf/6cf2c2eb10f04	3.38574266834145	3.549375
cac/d3ac5c92ad3dc	2.6240651241388777	1.8258125
cad/1dcf5f620476d	1.901312104811933	1.0085625
cae/dd459d695cd4f	1.4571014364065538	1.0825625
caf/88188c4438573	1.8276296068599645	1.2979375
cac/b5a590e120415	2.922555003837984	2.597125
cad/f4446dbbfcc6a	3.2499853513939274	5.2994375
cae/8178bcbd20812	3.285127832087622	2.9730625
caf/1295b0a1a3250	2.4518713636794147	3.117125
cac/dd2a5cc3d367d	1.0809083356084206	2.083375
cad/d5434f53f0e37	3.443435249973105	8.82175
cae/918f1329953b2	2.9766372553478333	6.9945
caf/b402f3dee9d49	2.64508417775137	1.777875
cac/f43fc242b0ee8	3.231426487643649	5.312375
cad/10d78e830f77c	1.0853295997883405	1.2979375
cae/2629c75b4fa3e	3.2399382076305865	9.6669375
caf/23e33541cdf67	3.018527779041688	1.7454375
cac/b695c5efc8caa	3.42360944388481	5.864875
cad/1ab451add032c	3.457492007517668	10.7153125
cae/cb2a2f400efe4	3.243738506572746	5.1905625
caf/80e0249db3664	3.329233788567315	10.057375
cac/3643e4e8264cc	3.365058620521615	13.7035625
cad/5868ef0715446	2.753101384458495	5.452375
cae/d8e5e6668826f	1.5953499015562793	2.403
caf/5e627be3a81d6	3.044504726758441	11.8885625
cac/ad72050699320	3.2493891050583574	5.2448125
cad/881503f317f12	2.7171729257064476	3.5400625
cae/c380974902c3f	3.0093333913936293	7.281625
caf/3e0d42cea0857	3.1452148116452676	1.6344375
cac/ce8bf891806f4	2.5560919441932066	14.6374375
