key	dnsmos	duration
a98/887b7153f59da	3.2866549799238265	5.3985625
a99/e77af4a5b9c20	3.4445115005887557	13.943125
a9a/daf199e6d8fe7	1.104933739894839	2.215
a9b/2543c6ced3002	3.077881125350837	7.3178125
a98/0b42904e71747	3.1674673196314234	20.4283125
a99/68180af8efe3d	2.3169431046825433	2.098
a9a/4d033e0726f47	3.120247982230093	4.043375
a9b/5e5ce3b8c0a15	1.6022698591767717	1.707125
a98/2653ce77fcf33	3.561670520593666	15.337875
a99/e06c634d2d547	3.2573803543575743	7.109375
a9a/625b06dc82ed6	2.5572979150066093	2.723
a9b/70a45b0871987	3.015321041805416	5.3555
a98/224883680c63f	3.4024070565047064	6.9753125
a99/3bd7dcc828167	3.0800908992487517	10.40425
a9a/f187b588a5190	3.135463124354951	7.5384375
a9b/922d2b25298f3	2.9135310239977135	19.4190625
a98/1b634e0522159	3.2384113244173784	2.792375
a99/22306781ffbad	3.0933412326843523	4.9489375
a9a/eacba87ad1c6f	3.442047489074291	8.986
a9b/cb5390df6c9f7	2.2039216556601615	1.1138125
a98/15d66b026dcbe	1.1242492321911304	2.3581875
a99/f685af3cb4440	2.0999397981207633	5.4810625
a9a/f6a616bbc9aad	2.893772581063783	8.7696875
a9b/997123052d80a	1.839801771041472	0.72025
a98/dff06af191a08	2.756106628549981	4.9546875
a99/3a5deb508b3ea	2.943035809469722	10.5345625
a9a/49fae4858d80a	3.2255546074675148	9.182875
a9b/9991b5bc9d39a	3.3430772200011774	7.443875
a98/dfebc6b08ec6e	3.156707791306395	7.905625
a99/5ba4498e2f551	2.418009006676114	2.2568125
a9a/6f0a21d7204b7	3.443124026436979	6.5149375
a9b/70a6e2785111c	2.4632798786252184	4.49825
a98/86a9329936e72	3.456634090278497	26.223
a99/cb954523ac563	3.382980601385064	4.57325
a9a/90a6df316e946	2.5763554798495076	2.3171875
a9b/665f867281c9a	1.9039852969702895	7.531625
a98/308757c4a1821	1.8893400751595262	1.9244375
a99/528df66390fde	2.7873150523894616	11.9723125
a9a/40d1cc71ef2ad	3.3075197154320106	5.697125
a9b/cd1ab27f66362	1.0811282581243191	0.6244375
a98/d749d3a53f5df	3.4469130866372457	13.5893125
a99/6e575bd928ab1	2.0744024500364877	4.4891875
a9a/5b22bb018dce8	3.578650279943996	5.9733125
a9b/929f6f4d788cd	2.8252333767390785	4.7826875
a98/4e21f38e17c79	2.629098672537291	9.3368125
a99/fa5401c05cb87	1.141454016819902	1.201625
a9a/d436291ec1e12	2.1862843711985374	2.2499375
a9b/41ba5948167db	2.0009165050621873	1.262375
a98/e1db1e197c9d8	2.293750515422239	6.73525
a99/2dbdee2347fe8	2.6658337997018857	5.310625
a9a/03142849977b0	2.5731448294129535	5.8925625
a9b/5ccb70f60b4d9	2.832303271393976	8.8911875
a98/8fddd54707ff5	3.4054792019856284	9.082375
a99/4f89c27a8587a	2.835578796882129	5.91925
a9a/7c92d92901fc2	2.9998965917461375	3.063
a9b/0fc64c1cbdfcf	3.38049476304493	13.5484375
a98/00fa96cd909a7	3.215113549033851	11.2038125
a99/3c4bdaf24096b	2.9871961941347975	4.7099375
a9a/ed7c0a106ad9c	3.4373962003639686	4.7910625
a9b/eda41352f4c12	3.5005933192543774	13.201875
a98/ddabe6bd1bddc	2.9922306362577924	6.594875
a99/f4aaf4188a122	3.4395680888088607	10.0895
a9a/6ab5092e26faa	2.5938287797266812	4.8264375
a9b/e2248a0b8d8c9	2.9193466333612874	9.3048125
a98/f1d3b317ae008	3.0819545906836536	8.071
a99/88a7c17bdb758	2.609022357639458	6.5476875
a9a/fb86732fba89c	2.391052493140365	2.8353125
a9b/26d2fbf327b6d	2.956675440576717	5.7405625
a98/c47909aaf11ff	2.723225856687481	4.0088125
a99/32da365a85e67	3.3985777542907574	4.910125
a9a/469f95188e81e	3.154073797972117	3.382875
a9b/ceeab6dc7a884	3.2318713991786128	2.2938125
a98/247c4639581cf	1.1362436816080324	4.3941875
a99/1bcd037df5eae	1.5462943711740729	1.452875
a9a/e0fb47f5aee3e	3.30221850003954	8.002125
a9b/a461499c988ad	3.152206145322034	3.5075625
a98/b853f7e8000ad	3.1391654604591	4.419125
a99/015790d946ab3	2.602592131006754	3.7395625
a9a/eda390e72d3b6	2.9511946539622635	8.07375
a9b/c488869950d93	3.4521234374615224	9.505
a98/2c1d84d12b457	3.247575554492931	7.7855625
a99/b18045fddc4e2	3.236852144945399	19.7330625
a9a/3216e7d2fae97	3.386429905014642	5.108625
a9b/c547964034eec	2.9915945873937257	7.8734375
